business_type,city,city_tier,store_size_sqft,years_of_operation,month,year,is_festival_season,avg_daily_footfall,conversion_rate,avg_transaction_value,customer_rating,marketing_spend,discount_percentage,inventory_level,supplier_cost,logistics_cost,rent_cost,employee_count,avg_employee_salary,electricity_cost,monthly_sales,monthly_profit
Food,Chennai,3,3996,13,3,2022,0,435,0.06568386800678264,2846,3.608771348979162,58969,29.244270261797737,2895,168968,7075,111646,19,41976,18666,2463106.1629323093,1359207.1629323093
Food,Mumbai,3,3458,2,12,2018,1,811,0.16856924439769372,3403,3.2537013479031947,81296,25.47171439610787,4420,166767,55804,128935,34,35672,26979,14039207.304214608,12447874.304214608
Pharmacy,Delhi,2,3504,12,9,2021,0,96,0.3231085133774504,381,3.0691773212100055,100752,19.933662932082044,4051,89574,24155,117452,7,14791,13801,394841.30955880875,46322.309558808745
Service,Kolkata,1,480,21,9,2020,0,593,0.36118004343891225,1652,4.776418621280609,103950,31.956735907973254,3638,41379,26981,81402,2,16184,17609,10656329.191029668,10456590.191029668
Food,Hyderabad,2,594,16,4,2024,1,237,0.3848130092083001,4589,3.9016483687754104,102431,2.086066292638935,2055,166758,10340,131845,42,36762,3129,12646570.453716481,10790494.453716481
Pharmacy,Kolkata,3,2587,21,11,2020,1,210,0.06895276548960379,778,4.827987952579656,196201,31.821199453808802,671,73788,44245,149127,35,11008,15004,466445.484770744,-200998.515229256
Retail,Delhi,2,1958,14,8,2021,1,359,0.17686999919425728,1818,4.074083406825209,188609,17.460553826673117,3102,133984,23890,35495,9,9969,9619,3588533.4224236705,3295824.4224236705
Pharmacy,Chennai,2,429,14,10,2019,0,233,0.0809001411057348,1264,4.02316904118383,185839,8.524662994131042,2620,41664,53217,31248,19,35623,16179,789117.4707199651,-30027.52928003494
Retail,Bangalore,2,1094,23,3,2018,0,974,0.5246436907841376,4749,2.5886373087289596,102327,13.856265052834612,3162,45772,12057,73665,36,9792,23652,72843521.77373967,72335863.77373967
Electronics,Mumbai,1,760,2,6,2019,0,651,0.354767149826571,4987,2.903499017439872,115358,15.945837980145413,2639,175361,26143,141844,6,15744,16121,34599083.54889519,34145150.54889519
Electronics,Chennai,1,4364,5,11,2020,1,536,0.480149148628115,1645,4.548505369678313,17502,12.168495403362174,4027,30694,33844,40159,38,21126,6765,12757714.019851448,11843464.019851448
Pharmacy,Bangalore,1,2405,18,7,2023,1,43,0.2556243427727505,3038,3.8167406011560674,53753,22.280000757191367,270,133931,15712,115338,28,47999,8912,1073298.1118132644,-544566.8881867356
Electronics,Kolkata,2,3437,17,4,2021,1,888,0.29369448523583713,4683,4.80433283835687,11783,14.866540009754502,943,122560,35045,101084,18,36050,22569,36694603.94893509,35764445.94893509
Service,Delhi,2,554,13,5,2021,1,229,0.16626929487936692,3116,3.408206163363531,158777,5.184623909357922,1527,172040,32755,62179,5,26160,13478,3672824.2939390177,3261572.2939390177
Pharmacy,Kolkata,1,2939,8,1,2023,1,294,0.3376498181732607,3981,4.1031179755183995,72823,33.87799591772777,2906,72319,55291,50832,10,41711,8483,11934831.42862316,11330796.42862316
Food,Delhi,2,1653,8,12,2018,0,83,0.5985946049383069,4569,4.6756746883916005,54539,6.535460654196883,2177,165873,46360,45772,5,9519,28107,6831912.687408178,6498205.687408178
Service,Hyderabad,1,2404,24,11,2018,1,652,0.2811409484942104,4906,2.8215839663432125,104610,11.477574582498526,4270,187573,27253,99261,25,11536,10884,27070511.769194383,26457140.769194383
Pharmacy,Mumbai,2,4896,10,5,2022,0,365,0.14730288890334697,4003,4.729790993969812,74942,34.93775968330683,180,160536,10163,119764,4,16584,21856,6486682.2338670725,6108027.2338670725
Retail,Delhi,3,1344,1,6,2022,1,104,0.5191100232694067,3914,4.273565940513019,75836,25.6775347316886,2512,54619,29258,106725,23,49903,13661,6419539.888958549,5067507.888958549
Electronics,Kolkata,1,3759,14,12,2021,0,237,0.5206894625744473,2032,2.875490189404725,57974,30.69417715919832,823,151420,47061,115412,3,31053,23487,7545861.024333579,7115322.024333579
Electronics,Hyderabad,1,4663,24,11,2023,0,643,0.12493840216371141,4210,4.937499834265985,77065,22.260584962540577,1132,53400,20366,78806,10,34294,7992,10177186.08427695,9673682.08427695
Electronics,Bangalore,1,3375,20,5,2019,1,61,0.3806085717691307,1853,4.063286151018225,107464,19.854774527016914,3948,56977,22617,83265,2,18939,27559,1383625.4607834048,1155329.4607834048
Pharmacy,Bangalore,3,3959,4,6,2018,1,794,0.32387779527801736,990,4.762012716893775,118475,18.054111987233256,3107,69809,44413,131806,2,27153,18487,7735011.392687149,7416190.392687149
Service,Bangalore,2,3730,15,10,2022,0,882,0.22837384072359573,1145,4.348593406076873,177138,34.29011119812359,4581,156050,31024,34882,24,29782,19820,6989828.9402505625,6033284.9402505625
Retail,Delhi,3,2547,1,2,2023,0,836,0.43053069797503274,2763,3.0489520741289797,54966,11.266886937150392,1450,113552,30968,141521,47,36199,8688,29856058.868105784,27859976.868105784
Electronics,Chennai,3,1936,16,2,2021,1,805,0.4037546694278123,3787,3.6015014826670413,173485,30.98962165614253,495,92267,17449,106278,31,35816,20367,37045201.234923474,35698544.234923474
Service,Kolkata,3,2100,4,12,2018,0,763,0.5947290952449045,675,4.988896482043316,130205,30.360574661911286,3387,71034,7227,97077,20,37095,25037,9241092.568355206,8298817.568355206
Food,Kolkata,3,4188,13,1,2018,0,990,0.20989742412152984,475,2.8722495220203017,184819,7.029793599080896,424,142865,9604,37561,15,47968,21310,3035055.510794482,2104195.510794482
Food,Chennai,3,1702,7,9,2021,0,266,0.46869470309961986,217,2.799359948365521,32654,30.07537282787553,879,79665,31225,144621,23,41100,7389,824681.4695694877,-383518.53043051227
Retail,Hyderabad,1,4132,10,2,2018,1,879,0.23128562786973456,4725,4.144359428487924,41273,38.97362472440844,4021,112510,34613,56659,19,40514,16880,28884293.68272015,27893865.68272015
Electronics,Bangalore,1,4175,18,3,2022,0,906,0.3460486710781208,2858,3.3264628197906996,6828,1.3965466481916389,4882,83041,14131,59743,40,10867,24950,26883944.230763696,26267399.230763696
Food,Bangalore,2,2778,14,12,2020,0,52,0.29409093024624144,1496,4.130248344600753,44922,3.9285092745313,1941,184088,25129,12517,28,37407,15421,704306.4493714685,-580244.5506285315
Service,Hyderabad,2,3995,12,1,2021,0,619,0.10939420469059846,728,2.7491147136381024,47289,7.423643642046849,3860,79394,52658,102253,9,42203,22975,1497811.477444013,860704.4774440131
Service,Hyderabad,3,2093,9,3,2020,1,236,0.49782572730337554,4877,2.875529613630504,135374,14.015174271833208,1046,187945,12049,128664,19,11839,4051,17293653.790174626,16736003.790174626
Food,Kolkata,3,4602,7,6,2023,0,304,0.0551518572289427,911,2.7938574832104717,108087,13.109368152760915,2163,120330,25782,43266,44,21072,25006,501454.07845236914,-640097.9215476308
Electronics,Delhi,3,3672,4,9,2021,0,566,0.4924379584756928,3937,4.99881596960887,104849,8.821260074362725,1336,114790,50537,95630,40,31630,4404,32961545.157969274,31430984.157969274
Retail,Delhi,2,3561,19,10,2022,1,720,0.4257662102000712,4303,3.6617559143266236,91895,31.448837177488258,1172,132951,11043,52394,34,40256,18189,39659513.25380358,38076232.25380358
Electronics,Mumbai,1,1389,16,1,2023,0,150,0.1826338995983608,2323,4.399770749087143,132651,13.076487172692314,2345,167801,25414,72021,15,40696,13520,1962223.8694514644,1073027.8694514644
Pharmacy,Bangalore,2,3718,20,2,2019,1,862,0.5740588305998982,3727,4.156880976463873,75896,10.074490009836694,569,103558,52591,15335,19,48183,6473,55408274.786160916,54314840.786160916
Food,Hyderabad,2,2881,22,12,2021,1,850,0.5427371478518592,740,4.283610132730767,184458,31.561964229407252,2225,115845,6545,94392,29,46495,25061,10365233.179964583,8775035.179964583
Pharmacy,Hyderabad,1,3120,12,6,2020,0,836,0.36892631470680254,2425,3.808554356887135,6180,15.734523501976604,4017,136898,8760,148350,34,14230,24703,22440201.534153026,21637670.534153026
Food,Kolkata,1,4682,8,10,2018,0,756,0.15514252139847923,3407,2.9980864929362596,119649,20.482571604651262,4725,103590,48073,120660,9,30972,7923,12035840.136776753,11476846.136776753
Retail,Delhi,1,4333,10,1,2022,0,501,0.29402190561269836,731,4.067747739281531,193235,11.197143119595964,960,56254,17203,68423,15,22012,26021,3307692.0954333236,2809611.0954333236
Electronics,Mumbai,1,4281,9,10,2020,1,327,0.394318429029102,806,2.645374440511354,152608,6.803909565904256,4233,51483,23776,50809,29,21071,3080,3228863.8137530456,2488656.8137530456
Electronics,Chennai,2,4286,3,7,2021,0,659,0.0873773466732159,2993,3.257957013886446,66642,4.875983508120885,1245,132502,49690,132978,39,39034,9267,5196915.080182328,3350152.080182328
Food,Delhi,1,3750,20,2,2023,1,882,0.24166960727903292,4265,3.384802142326868,196508,14.989513774160326,3525,121981,16252,54970,39,29669,7928,27401477.553692695,26043255.553692695
Service,Delhi,3,2309,14,11,2022,1,976,0.5001247689427278,4397,3.420846589480779,28060,36.46605690212024,4926,44225,37795,13639,25,10136,14027,64449367.27272558,64086281.27272558
Pharmacy,Kolkata,1,3416,3,10,2020,1,329,0.23041776873773534,2609,2.571490135781376,114176,12.638212255917395,3885,55663,54012,64265,29,37814,15492,6029119.191744738,4743081.191744738
Electronics,Bangalore,2,4817,13,10,2019,0,160,0.2982202944038209,4447,3.512075618100231,44841,11.193796230479718,1039,36396,53533,80182,30,10865,20484,6383627.5162262,5867082.5162262
Electronics,Hyderabad,1,1558,16,1,2019,1,505,0.4541908393360052,1773,3.8916875009858063,8680,37.47501173867386,3484,31355,7799,143191,29,17938,29170,12253469.425862469,11521752.425862469
Food,Kolkata,2,3342,17,3,2019,0,573,0.05574603310685823,640,3.6142588368266058,169829,8.91625582371474,3319,68508,39223,49543,36,39555,26084,681227.1578284116,-926110.8421715884
Service,Chennai,3,3953,18,2,2023,1,719,0.35248470437453794,1769,4.28443926317218,29947,34.81135201764198,2609,48172,48360,18080,46,12546,15590,13511853.984771688,12804535.984771688
Pharmacy,Bangalore,2,852,22,3,2019,0,503,0.41043430913804546,4875,3.560739265783652,186678,12.35261460991194,2204,59039,13506,41931,12,18816,9860,30267758.10885389,29917630.10885389
Service,Kolkata,1,1256,16,11,2023,1,990,0.23731139276725832,3530,4.466007693367086,117163,5.222036291028802,4820,99793,43799,144084,19,33678,12109,24976828.92911213,24037161.92911213
Service,Delhi,1,939,3,5,2022,1,163,0.30261645277792004,1991,4.896678282756964,93897,28.147022897761556,3017,194990,37484,116317,8,20633,7278,3033829.5580813014,2512696.5580813014
Food,Kolkata,1,4731,6,8,2023,0,91,0.10230357322578482,2025,3.6854378402221153,176049,5.443827649686939,237,89640,51836,65402,12,44081,3874,635979.3286854449,-103744.6713145551
Service,Bangalore,1,2526,10,2,2021,1,988,0.34089959071965276,4868,2.859663497192832,169737,2.239337336510694,3957,122209,9427,100903,28,21424,15201,49305451.31395371,48457839.31395371
Pharmacy,Mumbai,1,389,19,4,2020,0,276,0.3062395536186986,2162,4.586813421850665,154131,11.475873186402614,3587,41444,43795,120791,48,23832,22913,5543756.895567626,4170877.8955676258
Retail,Mumbai,3,3734,2,5,2024,0,794,0.13789021009523023,1706,4.521266211389424,100005,0.6109093222067097,2221,193520,30956,16367,12,18510,17063,5643435.436423063,5163409.436423063
Retail,Chennai,1,1885,10,7,2019,0,34,0.17192451148045187,1219,2.9618123963334484,133638,3.630262179948276,3601,197021,52037,141013,34,40661,29520,267222.6990845643,-1534842.3009154357
Pharmacy,Kolkata,1,2867,12,11,2019,0,823,0.12839816546151184,4754,4.425558113642522,91048,16.50428387593994,2439,77089,43172,122938,43,40821,5427,15107315.652733432,13103386.652733432
Food,Delhi,3,3532,16,9,2021,0,867,0.38891455332720437,1312,3.76890301600959,195782,14.247878557016787,2689,105497,5624,147555,10,40668,12809,13350068.60203725,12671903.60203725
Electronics,Hyderabad,1,3417,14,5,2024,0,741,0.5421679301422099,200,3.9263350668970096,34393,36.697943907191075,3191,30597,58181,60288,25,38778,18839,2424235.8174122656,1286880.8174122656
Food,Chennai,1,3777,5,2,2018,0,134,0.4829842925840911,1719,3.279442341320861,85560,10.585128844718184,1671,155237,8590,56123,48,43463,18554,3371828.9957872517,1047100.9957872517
Pharmacy,Chennai,2,2591,21,12,2022,1,416,0.23541102591591695,853,3.577569829564056,91484,35.77944775446079,3782,27227,50142,20112,45,17546,22971,2592647.551726339,1682625.551726339
Service,Chennai,1,1836,12,3,2021,0,110,0.2640599204496455,1940,2.544095101744574,123160,30.814546724163332,706,192978,32328,96836,13,15500,4878,1739775.6107186305,1211255.6107186305
Retail,Bangalore,1,4073,3,1,2019,1,50,0.4864273397425208,269,2.852940669902373,62713,32.929475094650044,4483,111244,6062,10174,43,16841,29129,271358.63158610713,-609413.3684138928
Service,Hyderabad,1,4965,4,6,2022,0,511,0.4079833940529812,3137,3.5269370577995005,192094,30.82627017390625,1939,180816,20433,115115,30,33863,4912,19696844.696520615,18359678.696520615
Food,Mumbai,3,4572,10,9,2019,1,765,0.39561145692729716,2722,4.085693809666005,82411,0.9784309262049273,4878,50518,42322,71941,46,42657,13189,24796772.55310256,22656580.55310256
Pharmacy,Bangalore,3,4343,17,7,2021,0,350,0.5686700171652413,4509,4.959720672205503,122780,36.19197314943409,3449,104176,51380,31469,46,48403,16031,26972509.62767977,24542915.62767977
Retail,Mumbai,1,1427,11,5,2018,0,41,0.3604138028972917,2256,4.723654144026455,66846,31.72524316492657,2711,61576,50873,59105,22,41202,13940,1026843.4533836368,-65094.54661636322
Pharmacy,Kolkata,1,980,1,4,2019,1,690,0.4990187175940312,4812,3.701655483176581,40227,15.127559337665883,3016,50355,18045,100064,10,8516,26871,49772546.8295933,49492051.8295933
Retail,Hyderabad,1,468,19,1,2023,1,534,0.19307874189745594,2859,3.2948505031798523,189964,18.0181524230562,498,147999,5911,114453,20,32930,5257,8969219.81181892,8036999.81181892
Retail,Bangalore,1,4391,4,4,2021,0,579,0.5474709495323808,2635,4.639463998217158,17857,23.30250288014092,3272,126945,16513,42386,24,21948,22425,25064860.786549598,24329839.786549598
Retail,Delhi,1,3437,16,5,2018,0,473,0.459265836213302,4558,3.246842679673084,11553,28.984105982605676,2153,63359,11211,135254,17,49184,29197,29709026.139920674,28633877.139920674
Food,Kolkata,3,4121,17,6,2019,0,893,0.535989560987881,4884,4.26725845280032,11180,7.9845424006403976,2313,26577,17254,112974,25,45190,17611,70134611.09501828,68830445.09501828
Pharmacy,Bangalore,2,4279,1,5,2018,1,241,0.18476785565223347,261,4.92386752033514,67750,6.8231277247214495,203,145844,10507,44895,11,46011,11349,425762.4866514341,-292953.5133485659
Electronics,Delhi,1,4514,14,4,2024,1,829,0.2792248985108614,257,3.868052099174679,184150,34.320211936145256,3625,89571,48903,100334,14,24315,19695,1908351.0690730365,1309438.0690730365
Electronics,Kolkata,3,2864,3,11,2020,1,390,0.5574911237206369,394,2.8009423953515658,186246,8.890272446159933,3262,91067,5366,69430,43,22076,3314,2694420.9821273917,1575975.9821273917
Electronics,Kolkata,3,2831,24,2,2018,1,969,0.10622595816874049,2266,4.49001852596528,185189,28.819712714107403,359,172469,29155,42312,13,31305,9211,7121457.776585338,6461345.776585338
Pharmacy,Delhi,3,3052,16,5,2024,1,725,0.37393331305818256,704,4.810295764579104,76573,33.41187457382232,978,125917,39004,67057,40,27763,2095,5806296.089546892,4461703.089546892
Service,Hyderabad,1,814,12,3,2018,1,692,0.13599130171808393,1402,4.41858155933592,99802,34.43840013177868,353,161186,43727,31006,22,26199,22138,4048018.351981726,3213583.351981726
Pharmacy,Hyderabad,3,3259,15,12,2019,0,214,0.30879637618079275,1800,4.550867912593388,186532,29.056186699493107,605,59845,38018,27197,23,12336,8434,3643063.723145241,3225841.723145241
Retail,Delhi,3,863,13,3,2024,1,248,0.2121813322841255,4632,3.867597161815963,108436,35.514870592763266,1570,28447,53618,28468,47,10182,26087,7405584.447682116,6790410.447682116
Service,Chennai,1,4791,9,2,2022,1,179,0.3514907757856768,3576,2.957029636959019,93530,31.293961939187433,4369,117347,7517,29803,44,11813,26005,6837131.546305445,6136687.546305445
Retail,Bangalore,1,2628,12,6,2021,0,456,0.1996012436345181,3496,3.483573746983301,67588,3.843802985196665,3977,42400,47826,28824,2,8685,18838,9573020.565169046,9417762.565169046
Retail,Hyderabad,3,3156,19,10,2019,0,493,0.11525169737131993,2405,4.577429290165572,157530,10.87348892333258,2035,150623,32075,15371,7,15851,9017,4162509.112912982,3844466.112912982
Pharmacy,Mumbai,1,3337,1,6,2022,0,117,0.4616139429685831,1717,4.825071191343746,145057,2.26292920045295,2355,172058,12088,16300,38,8536,12429,2840017.7016704706,2302774.7016704706
Electronics,Hyderabad,1,3337,12,4,2022,1,198,0.5710842590118953,2289,4.183151669306581,126938,22.0244363770853,303,131040,40369,110232,38,34697,9032,7865613.701136677,6256454.701136677
Service,Delhi,2,4939,17,2,2018,0,715,0.5072379022451634,4685,3.84370724395541,27133,17.96305745461303,2260,126812,39054,97318,43,35695,23827,50984838.51979877,49162942.51979877
Food,Mumbai,1,1839,23,8,2024,0,451,0.5709362247164701,3234,4.34708026182372,192620,4.46476415655495,2838,44411,15892,127017,38,20950,27857,25058944.86741836,24047667.86741836
Electronics,Hyderabad,1,1891,7,2,2024,1,331,0.5665047160952856,4668,3.348158298675955,145118,0.36733740652087565,2856,160254,16537,72998,18,15844,12273,26367376.266296636,25820122.266296636
Food,Chennai,3,4163,1,1,2020,1,556,0.31442462284092854,3121,3.8801984360717725,153200,8.16224493221062,3806,169922,50138,101127,4,45149,17782,16479685.054747451,15960120.054747451
Pharmacy,Hyderabad,3,1515,5,3,2020,0,637,0.1779050056672245,3047,4.405767919282313,69659,38.39250999890858,1994,174876,59836,146601,34,44826,20829,10386946.513842111,8460720.513842111
Service,Mumbai,1,4693,22,5,2019,1,895,0.5259381309520292,3070,2.6611794066979417,136533,30.234507102176092,3899,101242,21611,84659,16,41129,12502,43457430.3653103,42579352.3653103
Pharmacy,Delhi,2,3859,6,8,2019,1,33,0.43869273737345543,3418,3.647218525065223,13552,23.110070926793554,1748,77888,48474,110778,19,45228,15264,1539878.058579046,428142.05857904605
Food,Hyderabad,3,693,15,10,2021,1,953,0.3147905319993839,2016,4.500924344017997,140596,30.368556471891782,4155,70967,55112,81988,4,20555,20557,18249958.80068257,17939114.80068257
Retail,Bangalore,1,4807,21,3,2018,1,64,0.13125361776048117,2388,3.09642901338092,38505,0.8862109519341166,3726,176397,38543,104835,27,21532,17172,667194.5872870957,-251116.41271290428
Pharmacy,Mumbai,2,4010,8,11,2021,1,761,0.14629631090769127,745,3.0277362981560416,17366,0.23425172278627393,2843,25965,40643,74481,26,12624,7184,2545205.2596268305,2068708.2596268305
Service,Kolkata,1,4826,16,12,2023,1,530,0.11456775720909393,3076,2.8911551777068953,79806,21.30514098286923,1206,149548,21239,25377,12,38041,3257,5685248.096685249,5029335.096685249
Pharmacy,Hyderabad,3,2422,2,12,2018,0,180,0.1292479060872166,3767,4.182197313978512,105083,3.114783961792531,2970,85611,10296,46482,43,9280,12181,2671168.2560449424,2117558.2560449424
